RMSE,MAE,R2,MAPE,Accuracy,Model
0.4250449960857297,0.0450375057343877,0.9931249354519112,0.7526373017088233,98.0964705944891,Random Forest
0.8670041689525017,0.473556250333786,0.9162933230400084,30.944391,74.25325,TFT
1.2876146601154908,0.8764002172161378,-0.0382918341585376,44.366140201037446,0.0,Prophet
5.13926064721376,2.795,-0.0050976396873374,66.97880588108859,0.0,Baseline
